Study_Hours,Sleep_Hours,Practice_Tests,Classes_Attended,Final_Score
5.680612190600297,7.357865977963998,1,12,71.31832484207425
5.920392514089517,6.601538504518967,3,8,71.66207895794491
2.6636900997297435,7.861591958678197,0,20,61.72499996210595
9.726261649881026,6.6008175055599665,3,27,104.52730134204506
7.976195410250031,8.260907501592701,4,14,83.5823743330987
9.455490474077703,6.759534193872428,5,16,96.73166684888328
9.053446153848839,6.804689857676932,0,18,84.77119225594872
6.381099809299767,8.383268013291726,4,18,82.85107219042212
9.296868115208051,6.017414331061985,1,6,81.06174293501402
1.7964325184672756,4.670076142253204,0,27,62.81206387585733
2.763845761772307,4.143913381566695,4,9,62.72822340711469
1.4070456001948426,7.775686278368095,1,9,47.3414631347081
3.927972976869379,7.1015477567673235,3,10,71.29110457846299
4.498095607205338,7.520398840496117,5,17,80.71669832197664
3.442141285965063,5.064820807544553,1,13,55.138523113687455
8.458637582367365,4.681857377933849,2,26,89.43304453339016
4.210779940242304,4.07272332833941,1,19,62.047715977646966
3.5284105871864266,5.752937794032984,1,18,60.35454705922348
5.884264748424236,6.949588434273165,5,28,94.98523890882076
2.2683180247728636,5.9612202254986615,2,11,54.59155737392534
8.219772826786357,6.1873746101186455,4,29,101.48222371633024
1.6709557931179373,8.520793472468743,4,24,73.24824395671922
9.881982429404655,5.741277335116502,1,6,85.64342203414105
7.9502029236699165,6.569947445799054,2,11,84.22905086697851
2.7884411338075514,7.918265063705715,2,10,52.48579082389294
1.0496990541124216,5.982713911606351,5,21,55.2820320713076
8.339152856093508,7.110433501139367,3,29,104.12911774908693
7.361716094628554,8.311818543733725,4,29,95.3279354477674
7.561064512368886,8.747603118288211,5,6,86.04713337552157
7.941433120173512,4.7353674046451895,0,7,63.75904804351115
1.6664018656068134,8.632938125807472,4,9,52.440293833621794
4.226191556898454,6.460581465397691,5,9,73.07458511695873
2.0428215357261674,5.291221941494792,4,5,56.16615046422053
8.767930832880342,6.295678781191306,3,12,85.19316531684163
6.609683141448022,8.900162876427386,0,16,65.52964928257754
3.9780822236738427,6.463090469964348,3,28,76.81102791846888
1.5720251525742128,5.6437580514375405,0,8,43.50696628535045
3.79884089544096,7.167004271583629,1,17,58.52964416176324
3.9266498982407234,5.200728093890966,5,27,82.80445636203632
7.566455605042576,4.37931664054332,0,19,75.75678578681459
6.738017242196918,4.644398609553246,3,15,80.60484150262035
8.98491468318694,4.640229194788862,4,14,91.07078134018113
5.249934326457543,4.759513467561471,0,7,52.47169890687493
2.0763482134447155,4.694135863247051,5,26,76.97105676202976
7.419203085006955,7.204373724016073,0,18,77.95885617644753
7.847065437552077,4.909400421995724,2,20,84.5666769439382
6.051494778125466,5.728336416619316,4,14,75.2911592902008
7.938704619591049,8.483942049530059,5,14,92.87695485768876
5.444160367279517,6.3698082013143615,5,16,78.31422309862177
5.704595464437946,7.337788692605136,1,13,69.38557838918477
4.847869165226946,4.861599356008149,3,5,68.95464419810284
1.2287721406968566,4.961445094043354,1,9,37.684037702475464
1.97102284293974,4.204343081332395,5,24,62.921871823720465
1.2828626711806081,4.844675315360822,4,12,60.5245763033284
6.727693701374023,5.392951695159793,0,15,69.52675449031533
3.82920382968694,4.885052421383734,0,16,54.68270491102716
5.577136220482325,4.443512668785278,4,5,71.9220007449327
9.168098265334837,4.603179355503004,5,29,103.93874906831383
3.2436300623398746,6.303893840163629,0,26,72.15621489496263
4.693446307320667,5.0316685920289625,0,24,70.57971475634352
7.799960246887438,5.8213493052403775,0,29,85.08019943627123
3.059183489424602,6.5170863542742845,3,15,73.17118808688414
1.6928191884591368,7.451974143146827,3,9,52.572787870773006
3.6077630762239123,4.196560699205495,2,19,66.69815637985309
2.4509915852860398,7.997051994545213,1,9,54.42221044723097
9.367278871083158,7.139501947454539,4,16,102.86897299865122
8.273083416079754,4.4087951597443595,4,9,89.28811289888284
6.700633808593811,8.367893120533886,4,21,91.63270841573605
8.84314531168946,8.604362002659066,2,21,92.48702542520643
8.23304869209203,4.305389799274319,3,28,96.74669238508207
2.6791305299743224,5.384388240736019,5,16,65.22180826698005
9.0330309864098,8.031006398965307,5,28,118.14869802739855
5.854080177240856,7.741298451918292,2,19,79.70144979979224
8.266961396476564,4.922605096781886,5,19,93.32394772406893
9.06482169931144,5.046746616683551,4,10,89.10053879538644
3.8620312747467747,5.85236051395691,1,16,56.569176349177056
1.9904673207490908,6.422614925955107,0,24,53.90456917826097
3.051416462877475,7.09127385765148,3,22,75.76994050120358
4.843970097636307,5.8445681978488615,3,18,71.33714062025109
8.362132893302437,6.31267358066574,2,6,73.7109644601318
8.74657524930709,7.7373546906687825,3,13,92.51223166799423
1.0625691747807164,4.183416014452989,4,9,54.9995019268447
5.596725723198092,5.262184721720104,5,24,90.15435607963184
4.7566990283390105,7.566747929422762,4,5,72.73945826488296
2.9989702942365724,8.476034188435996,2,27,70.78223725244072
2.0787883060031453,6.5583872105783305,4,7,51.10488552591427
4.038536542632651,6.660567426326578,5,10,77.16960018915874
9.486187335212673,4.53586005669888,1,9,78.40091373813682
3.908826388186797,6.237061834117274,2,25,71.94197943219632
5.669115595690295,6.663086332275116,1,9,71.01842624641523
7.3271706300566,5.212352518173648,0,5,67.01571665011782
4.272666421413646,5.346216154746905,1,21,68.86987421680818
9.746038744488645,5.886420815523113,0,23,99.7468149530879
9.662025654479,4.100355988888632,0,18,81.45557650696789
3.2660406624282774,5.610395827915891,1,16,62.624137235126035
5.475236553031469,5.057240034982723,2,14,69.65247704070404
3.707904788350927,5.637486760889573,5,24,80.41617080436656
3.5635644493972087,4.598810659096256,4,25,81.04812971658194
1.3319825261907952,8.452636403699476,4,22,70.30421899856628
6.486079005819072,6.967962267770243,5,28,99.19248324403974
5.524111209059753,7.395511595722448,0,15,72.24179718359177
1.463308761249904,7.9458561930366916,0,6,41.84386279700806
3.507818178129503,6.492210994645286,2,29,71.36665962419468
9.174392973699883,4.434601440437119,3,22,90.35743376622102
3.1560570160027517,6.685532709092739,1,29,62.56512927814748
2.304053848821008,6.934205590104396,0,11,57.79437922461241
5.405074842498067,7.72719737092165,4,28,85.90079938473704
9.870854086995406,6.158297731148397,2,19,93.97127549385884
3.178497443603504,4.637901513977819,1,15,55.15283756762681
7.049219926652907,5.418879528993623,2,22,84.67943575466492
7.854576537958458,5.815411481993175,1,27,91.93166049396001
3.1387378959315972,7.229586206658006,1,16,64.21059379511817
7.553947137506736,6.85389152334456,5,10,84.9412896495214
4.3100481944732785,5.780483629489231,0,24,66.59745546421796
6.690752475342215,8.932576243964899,2,27,92.23757030694051
6.7017673968480524,7.028874096784436,2,17,79.3064999262587
5.821972156672826,5.186133958679973,5,24,94.60745794712764
1.8126079304896747,4.508912363102018,4,20,64.88400403840957
8.51772246030314,4.7642956959216605,4,22,98.01570575944588
3.8870205847456223,5.229788641922541,0,14,59.187800668908764
2.678666593598688,4.803406866297778,0,27,65.55300540058207
1.3669762739928752,4.932835120256529,3,12,52.87473214816756
6.318036488694176,5.425475843469235,5,22,83.98205017250426
7.098079256580542,4.866867976473774,4,25,92.84041042633366
1.1492904603507053,8.483827123132127,1,5,42.29212018110904
5.608837524693529,4.401168728308211,2,27,77.32705522658416
3.0384619767814414,6.622556947851273,0,12,55.55237039231377
6.806555113685048,6.051984134948308,2,10,78.66060649973971
2.569297861044923,8.911893084543031,2,9,58.21476630846095
7.218439642922194,4.560194510840262,3,19,84.75860220980613
4.480618116704837,5.989277995228708,4,26,88.75555829655578
9.43056989863061,8.847352166376844,0,19,91.87160551135729
2.2376884973139393,8.327535629469901,2,6,63.76763413883916
4.069597159452327,8.085360354746399,0,5,56.703266332181244
2.021261691165302,5.2895141352246995,1,27,54.58689777645764
9.322242564507064,4.854437936950329,3,27,102.84511493012542
8.896054180428829,7.343216099622155,1,15,87.57170150089408
3.3214746494364005,8.646879945637929,0,14,64.27596685725167
6.939856414307611,6.783814465069649,0,22,81.69780096706855
8.354999801810942,6.858063447349499,4,22,96.93077034323838
5.996807304395161,5.399895468301421,2,21,72.9882831270729
5.766855205204059,7.847464665959684,2,12,72.48595239321371
3.1766706181040654,4.935218742787617,1,19,56.49576407881252
1.837924910253093,5.618396182021218,3,12,52.97616256995186
9.074941821579941,6.127182193082084,5,21,104.1823251044153
9.103762514469974,6.538051893422275,2,16,96.25362717265392
6.697913115459412,5.212048662075401,4,12,81.1373681319724
4.051268119438307,4.574184123696018,1,29,66.50845047487567
4.142886171513948,7.053100212208163,1,18,68.40104876300559
7.533601109832154,5.443152766201279,5,8,88.25246009012922
9.073992339573193,6.906191107113061,4,5,84.75312057147144
8.983777818386056,4.771813576371011,3,5,80.0486518806021
8.018879912718614,6.405700509274087,4,23,96.15226315006169
6.77828481538859,6.662947162757929,3,20,82.35710916105658
1.7572596849554394,4.259117684112135,4,18,63.289466843843115
2.454658426851524,5.6830213909696035,4,25,71.08670241285515
9.086987696743714,4.672073384694871,0,20,85.57768448801713
6.457861536936309,4.3168748523638385,1,9,62.185720483550746
1.0827734645496667,8.949801161949726,4,13,58.94734913210445
1.913243885794289,5.611769224873615,5,6,59.7167767546958
6.971515921972502,8.049372229273175,4,22,91.55454738441894
1.0455542546159682,5.273203273818819,2,10,53.5226544614337
2.4472724627574878,7.407513611119646,1,13,53.925451756629755
5.938604104299275,7.801139299448433,2,5,69.32416632152692
7.227056779234239,6.978193703039222,1,13,80.11940938860526
6.867651335523405,6.357880942750792,2,29,83.96778949224938
3.018423785145038,6.059204570736343,4,20,63.628478641334084
7.409612992127823,5.744341332714976,4,17,81.45714520536727
3.135241787471201,8.64764572123913,0,13,62.53039303918782
3.9285972834334095,8.153097038938647,5,25,82.70090075028853
7.718422646062217,8.825134553332564,2,17,97.80340087995182
6.846696091424932,4.6214861174277235,3,13,74.88537119292423
8.6430106944476,7.654337376018221,0,15,83.11325940182968
6.91851603070309,8.69170228410519,2,8,82.7393153745932
6.114777430019244,4.9061653308283,2,6,73.70011798396555
1.8430729104528323,4.3324813368338875,0,10,51.03856440883417
4.309442227534902,7.705603246450295,4,18,82.18435981595508
3.386821309135529,6.8723655658995595,2,8,62.04549434320507
3.195906790411752,8.20914388379136,4,10,69.06540417934465
9.75709499277201,4.698861883131448,0,23,92.46866459683778
4.537879522000844,7.976336559299451,4,10,70.18021982263883
9.02841899659402,5.008136600238723,1,6,72.66729485134194
6.680247633975366,4.818279714328522,3,22,83.87503609473812
8.153301731874835,4.8213289896549645,2,17,82.8411127878195
5.523733837946729,8.07287360115691,5,13,80.55320047518656
6.192134961637232,7.325986103481,3,27,92.23913627241589
5.432659244369775,6.615327123845597,4,23,88.59117811971443
2.7571868901824006,5.794152420617513,2,17,61.052197181914465
7.502069037353548,8.386002704065541,4,15,96.24843504841033
3.526951261967702,5.962225537113177,1,5,47.24786252799041
1.2188436978830846,8.082997197357885,0,28,59.234654599391845
6.80925066316451,6.195674542851092,2,26,83.86785051610572
2.5939961146634403,5.884722147124538,1,11,44.83391926838006
9.464127259176228,6.3133989283480325,1,29,97.92794831544428
9.585357193023286,5.50688937082071,2,25,96.90745139130273
9.233779511984036,7.738046900881256,4,19,106.41287712821857
4.331428302298999,6.513601950462396,5,5,70.78507702425821
1.1391095487598069,5.161063475734086,1,16,44.57084088570344
9.354867063289529,8.497872866372841,3,11,100.06008134969889
4.8536573348558285,5.919456106866058,1,19,73.80477694925173
9.699893371393026,6.717764305569943,5,25,111.054557443498
9.672579793803276,8.532360554822734,4,23,105.81921350894953
8.677085099206241,7.1211899795699605,4,29,101.0909109688891
3.6500400286262713,4.5844902035418205,3,5,54.813088329846735
4.465879557417328,8.699160618067376,1,21,77.30019341429579
8.660230043651712,7.138540265357089,4,21,106.01719081820676
3.852298046406499,5.674528073285431,5,7,72.62010743184615
2.5254347201748324,4.696360363316936,2,16,55.25359909861706
6.0112113621251515,7.97012594635148,0,10,62.527170315934356
9.425392967447028,7.100363779642567,0,15,85.62835901062029
7.264268170074757,6.667305459881607,0,7,61.21640749290741
6.1305505308042845,8.469462915254788,1,12,74.18434261824059
1.8745884439369167,7.9429860561226535,3,18,63.15971673670543
6.535065040292528,4.758374398663756,4,18,81.08120827183906
9.91048465093837,5.558610338977742,2,14,83.7562841686221
2.260756137128716,5.242445699072329,5,6,59.891471591966585
5.664966871273631,7.719731462863384,2,18,75.34114475637878
8.8963576473516,4.167662173678897,5,13,87.0054353307594
7.66691755978784,6.8494484243565825,1,7,61.88625280245355
7.273141668957412,7.812293428703453,0,25,84.33751803316099
7.322356755883983,8.383828183808747,1,12,85.21535406387001
4.2354203609777965,5.710408743579537,3,20,79.27004159796087
3.64232659838044,8.106286523360065,3,6,60.521514451406986
8.284250399306622,4.553158684776037,5,10,84.70001658259673
8.291020552112627,8.23226145867259,4,25,103.5330816968158
8.803650867220934,4.637443311659912,4,29,97.77905211323092
9.219164973008242,5.986436452801836,5,16,99.47306465701772
5.60208158974844,7.986476828897768,3,9,76.4534035107534
5.513646652184796,4.749587136743869,3,6,70.64352353548463
8.184656610700976,5.146256976163207,3,20,89.1497239064794
6.849675376999887,7.611262841965331,1,9,71.62573845873963
7.31770189531933,7.600182682730372,3,19,85.01800220600629
8.16213402492491,7.205738164426487,2,16,83.03068894264237
9.010048076358096,7.4697422223355,0,8,77.24391410950858
4.041956411663822,6.713622216737981,3,19,73.92869920485889
4.380246573759496,5.258995294534763,5,15,78.25394102865287
1.845837458567821,5.728479967519597,0,20,49.68627271211321
6.204521268965566,4.9079885840071285,1,27,85.85308286219383
1.3234804641706788,8.542252806668142,5,10,60.6845468946
5.190382163192141,6.916958973830602,0,18,68.04668901771679
5.883801712368189,6.0042570838181994,5,22,85.09464661479285
3.5788712691545594,6.310029018220663,1,16,51.67300319743474
6.317499345121097,8.736416698059077,2,15,83.06955368557776
1.2745022494514449,4.766757015580401,1,17,52.43277123427183
1.3361336987429298,6.9311491600839865,1,25,58.28401515599631
8.403405045936925,6.52944339442233,5,27,104.47745066724913
4.241715772701366,7.05727117717324,4,15,75.7373846137324
2.143544613866963,4.090550919104203,3,27,60.13159371351147
5.700189340493239,8.360619544720757,3,20,81.07557063991553
7.9299419778874976,8.66059141241806,2,19,93.05268473760813
2.9423892474715885,6.825665917946045,2,25,64.46209279786422
6.606014282371002,7.483254119384461,3,19,86.32617717841272
1.768127184943912,8.612496905886479,4,29,70.64899047258369
1.4651354905174694,7.5361931715669925,3,8,55.1631193944132
5.782191684113332,4.762695214571306,4,15,77.02133947117703
5.865716094490959,6.881441800834066,2,23,74.65735786283838
6.736869113483859,7.03357523191428,0,19,80.72523127637747
7.534822003503954,6.12065335651193,5,8,81.54931274334349
9.782668715162812,7.682221178123614,2,25,98.30433123736056
5.646703134710758,8.671835073845074,2,17,78.8201935058898
3.9066082564712135,8.627842564533882,1,26,78.91605039863614
8.156675752918332,6.254196857020661,1,23,83.42304889774991
3.437490261358668,4.566190229203777,1,6,50.364710919311555
4.950742786350725,8.924205994811672,5,18,86.77991753211806
1.7061074320803935,8.19449043222967,1,8,52.14164152175885
1.2281566907391177,4.623313406016334,4,20,61.167441438459434
9.663835732101326,8.604209413086862,3,25,103.92546355775296
8.523821084609853,8.349481810310643,0,24,86.77105671361542
7.263767854843282,6.5941902856303605,2,18,83.32281630742582
4.680576499728429,6.9563771787246464,4,19,74.40860396892248
2.559648880637612,5.9950135193506515,0,7,34.425538307916796
2.4079333840397745,4.273808194110156,4,12,60.59265173597489
3.252186083481358,5.675986208229505,4,20,74.76455605235515
5.943039982355084,8.014267242990057,2,14,66.5133510429156
7.431363304300561,4.023160115023014,3,8,70.83695222304729
6.941776390459581,5.667495858455721,1,22,82.81585458877247
3.5194050725134858,5.990843467954717,5,6,72.85356990708955
9.593787525968747,6.686978014689615,3,21,99.08568571959542
7.641072250261916,8.599278082063803,5,17,92.97173048435778
5.989186472602606,5.7317299718298065,2,8,67.21734832003708
6.5054867161091705,5.734766009481138,2,29,92.5763449133057
4.776400561850109,7.687506240548742,2,15,68.44120517265046
3.229578905510417,6.261089704449036,0,11,49.527971604869414
4.2037541078613545,5.12302411469991,5,16,72.47045556869783
7.820614994179322,6.262197580663467,3,14,80.9727494117673
1.1295413976678028,4.704285101898999,3,11,50.43004520633279
2.0446537645622462,4.8819349325311165,4,17,68.62255817320504
1.4140237781957747,6.4918388636973985,4,11,58.193182389891206
1.3665592208707311,6.094627247522739,4,28,68.68204335669726
8.699145256099065,8.5742295053405,2,21,93.64025283479435
7.332920734420213,5.811969495583165,3,14,75.66333431347908
5.267564461785927,6.902941751390218,5,14,83.79089181371063
1.8805074458590134,7.161321439597652,2,28,67.29291687771084
5.4245428760514915,4.065472282941668,0,8,56.18673171228171
5.261245937025091,7.317686860083553,4,24,98.6245672781177
2.5588168291901368,4.890179834348757,2,8,52.4449571163415
4.904664843141758,8.805351587347275,2,26,79.07185497477808
4.586542609576361,4.7433136387655646,0,11,54.8489818164198
6.542650882469948,6.0731206186351185,1,26,86.94539273585445
6.715842857808794,4.426748340393219,3,5,70.31449701288045
1.4077360879484007,8.984371259229736,5,16,61.858257371342944
4.371513531638241,6.510975051656213,1,28,78.51518920815722
6.632739241428127,6.976925086600219,4,17,83.24013787417091
5.528226327220789,4.335382386942137,2,14,76.07328315777694
8.7084085706949,7.749802351995889,0,19,90.33273435897948
6.928242684570505,5.049527965477929,0,17,70.56209644614917
2.466409843732867,8.490271447203568,3,27,79.5583169145437
1.6351187266038685,5.025698202410036,1,26,58.96800361544208
6.78177350385684,4.953438603318332,3,26,91.15923337282214
1.2386017948745964,4.182748339240474,2,25,59.786761854974294
6.2719802314611695,6.360334725549996,3,26,84.17898650993675
9.462072172824618,6.824205666313082,5,13,95.64143394791057
6.179267600882911,4.328543197141762,0,13,68.8193622700104
4.493529335858697,7.877638083475053,0,19,65.89823780815055
6.789593965981179,6.266444173740139,4,14,81.53824525455752
5.12427601442365,6.6219513466379,4,28,83.57167876746587
5.910551103843415,6.20381373469114,2,29,86.79759683170593
9.473183278988726,6.00381530437663,5,14,106.0851473889868
4.474923740206968,6.79820165654109,1,12,58.66432765872591
9.650715074415228,4.776201229653562,3,28,102.0893975060399
9.148155777604574,4.909640652476355,2,20,96.18004419959684
2.762120213103668,8.308928105067587,4,21,73.37436755158502
1.624251707876489,8.730577310668163,3,9,58.41448583644539
1.9070020123968399,5.866546581398765,4,8,51.53175481529641
1.1639964308639477,5.353723365717769,3,22,61.581797376295015
1.8499866468033557,7.219997716195079,1,28,63.806359424889536
7.147060960747211,6.0436708554904826,2,23,89.57020058931762
1.6406978361420608,4.126931778301724,3,8,53.72308213635086
3.8707806726438516,4.780762986830952,5,11,78.74791207521821
8.60387779872509,7.579861144236988,0,14,83.6057745034727
1.209447421622433,7.294619709550757,5,29,75.88762822795576
8.330216343300421,4.135479962517417,5,22,97.06673069493738
3.5366929729605996,5.109860809664747,0,23,60.56724442157707
2.0634834485949063,5.1553739829403575,5,8,59.77267186693438
7.270634488277356,7.359463717993642,3,14,82.77544513368245
6.660485621018956,4.098552688771821,3,5,69.79385823282149
8.897248121743477,4.520542909922869,3,27,102.68882105516178
7.615639394234972,7.999580426865947,0,22,79.84357765323772
8.231328373463636,4.892723310271668,5,9,91.13957689051006
3.538311153141758,7.263730539259374,0,19,67.28645626738644
2.5969558940175053,5.190913905233632,3,21,64.80039827296491
7.755532764767725,4.497206963796726,5,7,73.75828829111546
8.261512653405376,5.21586095499727,5,16,90.36931042444236
9.91454627800606,7.611334659278295,4,6,98.02043842618914
4.713559092202838,8.27848234053143,4,5,69.53726717651438
4.348162772135049,8.151099322834959,1,27,72.3961725296805
7.987716646677971,5.985917648092274,2,25,88.9045016972764
4.06723186227716,7.340425682853231,4,21,81.47566201054528
9.376815930432082,5.024921477079105,0,26,92.71998817536854
8.725714766587107,5.465738651305067,4,20,94.5085960299208
4.860946246375165,8.4816790926056,1,9,63.329479100337885
7.757839610123476,4.06500961755368,5,19,89.64076007571089
7.7908858667621415,4.42754265427234,1,7,66.61065964384413
1.9281148195233935,5.039431275730136,5,11,66.49716635932825
9.1229761601161,4.132661019369099,5,15,92.96310237273073
5.547271352030714,4.907177175448987,2,14,74.39212093061367
8.438117194969674,6.91520780484846,4,13,96.82960329232604
3.880446409275506,6.107122752962489,0,18,65.01593656377536
9.059709056465804,8.463358555384875,0,17,85.33724733630125
4.502815108607468,8.087217808692206,3,29,86.20841506311835
1.0975388633226852,5.70908675848938,5,29,71.6057725971225
9.148437787773373,5.297117167156463,0,6,70.29883835279436
1.821580091075202,5.898462040836335,2,7,49.94224059797933
3.873822738313734,6.951474712574038,5,11,66.94325522663364
9.550557703457244,5.340318204114381,2,25,101.73870452557543
9.555464322438006,7.1207445392456705,0,22,89.42223707064598
6.160940993109575,6.047058260956202,0,7,63.19946048391875
6.686534909528193,6.760235904259901,3,14,81.5629124354513
5.036009697804878,6.180632645676583,0,26,71.69737271382051
3.638896945282581,5.472328797709588,5,11,70.7303046562371
3.957980908329244,8.742266534810783,5,13,74.42469926320769
7.052666104693346,7.818028970798804,5,21,98.74923011714723
7.77137076493912,4.700565878832263,3,15,77.63809853948743
8.124211393532637,8.342339879489565,3,11,87.37797940831686
8.106563285150985,6.437155991247568,0,28,96.29098476628393
1.8208549274382133,8.472761134470456,1,18,54.30166357675534
5.449782742323233,7.999276279736576,1,23,75.21195687796
1.5180288401497986,6.126067522346167,3,8,53.475862462829
5.94575994091362,4.112346541600587,0,10,61.64276667427056
4.973774512360393,5.34338679692473,1,14,65.9995858981031
8.989337644824698,6.708171073304335,0,11,81.2710245322583
4.158235112968708,7.167391099130736,0,17,65.60203053130238
2.053603147848453,5.2894384271660115,0,18,56.014171173891945
2.2869251384755227,4.69678037036412,4,8,57.37560830640008
7.85359568545725,8.174651183996495,5,12,91.23812674207821
6.56396256984635,8.92201090351776,0,9,72.81114272439615
1.9101040851051123,6.628450911513429,4,5,62.13767248982401
1.756961255034977,4.858396429241518,3,8,50.06338530598938
7.30872218313208,5.361536632596845,1,7,65.63343755430705
1.6548670572777417,4.0919533827373336,5,13,63.413154509003725
8.396740533613206,8.571494032802494,1,12,82.76104879464877
7.3561800444084655,4.588755414450706,5,5,70.29526513745802
1.7321390257770979,6.882582377571268,1,10,52.50818589095553
1.7635394267667273,5.37027610343603,5,13,59.250028831788626
9.87975620651058,6.770890012578967,1,11,86.05310481894941
4.368437161805083,7.257101941759322,1,8,61.271541463037906
4.335779323602019,8.148709018536008,1,17,69.09606920312936
8.315196105317522,5.032106358803016,1,21,87.60434928068953
9.525237196454729,4.054979143292402,3,6,81.0040906167055
9.874009574405838,4.684428150344036,0,9,80.71210850304665
7.780403667330475,8.500093209240525,2,16,85.52376960651226
4.386336269778242,8.369450387812577,4,25,87.24793071927095
1.7515064502880189,6.987065510851542,2,12,56.42384722862561
7.994322243346931,7.002584302168267,2,10,76.7365717401352
6.025638247622245,7.325183372731278,5,12,87.04707563809714
4.817998083222786,4.876856393117248,0,22,64.4524221837222
9.157189465852625,8.5720597296248,5,7,97.89767338389858
2.000777340755362,6.093852624460366,0,26,60.41342622369504
5.433625938617732,5.915692641247487,0,16,73.47759039283152
1.1021828029067717,6.594588526414188,1,7,42.557841473214346
5.217945777947136,4.234829833875275,3,26,78.23573356710223
1.5067294811365362,4.8314168437803975,1,10,44.94972950723408
2.0693612464126474,7.690168082131852,3,6,53.43465860071759
2.057736220993944,4.413993339625632,5,27,75.6805706116794
6.842892719044572,7.015760547331941,3,16,76.65141562295213
7.71440391338881,5.226745548406605,5,6,78.14020625627413
6.250318885874437,5.946478070209883,2,10,66.77494040543301
9.659552936270877,5.443468683853499,2,21,98.23442160689349
4.373835215713337,5.7783635823247455,3,7,69.79225733452483
3.571408776536747,7.595229525921227,3,6,60.84638690914731
8.817392153705143,5.485608578115875,5,27,103.8313906660869
3.0123625466750736,6.8320232014844855,1,24,66.28387491471729
9.669002854965502,6.380252010995498,5,12,102.32840407427078
1.109390272208347,7.3183558268132405,1,26,56.060377428395135
9.728909440368751,8.68414869662379,2,16,96.5597914575342
1.388439207555185,7.662860486051251,0,8,48.04305768220493
9.02028802328264,5.074701892953784,3,9,86.40772562396194
5.749309981776698,4.1559156753064235,1,17,69.46409489734975
9.936683165073703,5.311320221499125,5,19,106.88623894534891
1.6641690826185898,6.975389653501274,2,29,56.338916180038616
5.984688559611887,4.257129067421252,1,27,80.62829339750901
9.72372282057189,6.481831236006181,5,20,101.86319681407309
5.707880597531339,6.984214244584447,3,14,69.03925246834187
6.664587743217362,5.671219454084804,3,29,92.74228442370526
7.261738200861554,7.854561018729109,4,27,103.55429761262248
5.090869582909959,4.532991265668859,0,20,65.15860596308734
6.648022720756571,4.375688908679043,4,16,85.09113379523488
6.258828807307902,7.6409437810180165,2,21,88.87525833636715
9.110422094418901,6.477456581030992,1,20,94.97274211076774
1.409017423073121,7.4420119821386805,2,16,62.86345449452264
3.528668706330073,6.174136693018731,5,12,72.70872418230098
9.553703356689029,5.2320101661955345,3,24,99.34141491000031
9.012374055018247,8.095511588370998,4,7,83.89108738254993
5.100910775071417,7.997079394844896,4,20,81.96546762756893
